"FamilyID","SortOrder","GenusID","Genus","NoGenusSpecies","GAuthor","G_N_D","GNameDK","GNameUK","GenusDK","GenusFO","GenusGL","GenusAZ","GCharactersDK","GCharactersUK","GBiologyEuDK","GBiologyEuUK","GBiologyDkDK","GBiologyDkUK","GBiologyFoDK","GBiologyFoUK","GBiologyGLDK","GBiologyGLUK","GBiologyAzUK","GTaxNoteDK","GTaxNoteUK"
"8","2","198","Hyptiotes","4","Walckenaer, 1837","0","","","1","0","0","0","<i>Hyptiotes</i> spinder et reduceret, trekantet  hjulspind, der kan betragtes som en sektion (ca. 45 grader) af et hjulspind.","<i>Hyptiotes</i> spin an easily recognisable web triangular in shape being a sector of about 45 degrees of an orb web.","","","","","","","","","","",""
"9","2","199","Oonops","10","Templeton, 1835","0","","","1","0","0","1","Tibia og Metatarsus I og II er forsynet med parrede torne, og antallet af par på Tibia I er en sikker karakter til at adskille slægtens to Nordeuropæiske arter.","The number of paired spines on Tibia I separates the species with <i>O. domesticus</i> having five pairs and <i>O. pulcher</i> having just four.","","","","","","","","","","",""
"10","1","200","Scytodes","10","Latreille, 1804","0","","","1","0","0","1","","","","","","","","","","","","",""
"11","1","201","Harpactea","76","Bristowe, 1939","0","","","1","0","0","0","De nataktive arter i denne slægt har relativt små kæber i forhold til familiens anden slægt, <i>Dysdera</i>.","The nocturnal species of this genus is characterised by small chelicerea as opposed to <i<Dysdera</i>.","","","","","","","","","","",""
"12","1","202","Segestria","11","Latreille, 1804","0","","","1","0","0","1","Store, ret langstrakte, seksøjede edderkopper, som har de tre forreste benpar fremadrettede når de sidder i det rørformede retrætespind. Hannerne er meget lig hunnerne, men har mindre og slankere bagkrop. De tre arter i slægten bygger røformede spind i mursprækker, klipperevner, under sten og bag bark. Omkring 10-15 radiære tråde stråler ud fra fra indgangshullet til rørspindet. Edderkoppen sidder på lur nær indgangshullet parat til at fare ud og gribe et eventuelt byttedyr, som på sin færden berører de radiære tråde. Byttedyret trækkes baglæns ind i retræten, hvor det fortæres. Der er to arter i Danmark, som let lader sig adskille på grundlag af bagkropsmønster og størrelse.","Large six-eyed spiders with elongate abdomen and having the three anterior pairs of legs directed forward. Males and females are alike, but males have a slimmer and smaller abdomen. There are three species in Northern and Central Europe, which all build tubular retreats in cracks of walls, cliffs and trees and under stones. About 10-15 threads radiat from the entrance hole of the retreat and serve as detectors of prey location. Once prey touch a thread the spider will rush out to attack and seize the prey, and then take it back to to the retreat for consumption.","","","","","","","","","","",""
"13","1","203","Psilochorus","1","Simon, 1893","0","","","1","0","0","0","","","","","","","","","","","","",""
"13","2","204","Pholcus","37","Walckenaer, 1805","0","","","1","1","0","1","Bagkrop aflang, mere end dobbelt så lang som bred, og mere end dobbelt så lang som forkroppen. Femur I mindst fem gange så lang som forkrop. To arter fra slægten forekommer begge i Danmark. Den ene art er blevet en meget almindelig husedderkop i de seneste årtier. Den anden art blev fundet for første gang i 2005 i Københavnsområdet.","Abdomen elongate, more than twice as long as wide, and more than twice the length of the abdomen.","","","","","","","","","","",""
"2","1","205","Pritha","3","Lehtinen, 1967","0","","","0","0","0","1","","","","","","","","","","","","",""
"13","3","206","Spermophora","2","Hentz, 1841","0","","","0","0","0","0","","","","","","","","","","","","",""
"11","2","207","Dasumia","10","Thorell, 1875","0","","","0","0","0","0","","","","","","","","","","","","",""
"11","3","208","Dysdera","156","Latreille, 1804","0","","","1","0","0","1","Slægten er kendetegnet ved kraftige, fremadrette kæber. De stærke kæber gør slægtens edderkopper i stand til, at nedlægge selv bænkebidere.","The chelicerae are long and projects forward considerably. They seem well adapted to defeat woodlice.","","","","","","","","","","",""
"11","4","209","Harpactocrates","11","Simon, 1914","0","","","0","0","0","0","","","","","","","","","","","","",""
"9","3","210","Tapinesthis","1","Simon, 1914","0","","","0","0","0","0","","","","","","","","","","","","",""
"9","5","212","Ischnothyreus","2","Simon, 1893","0","","","0","0","0","0","","","","","","","","","","","","",""
"9","6","213","Triaeris","1","Simon, 1891","0","","","0","0","0","0","","","","","","","","","","","","",""
"14","1","214","Zodarion","81","Walckenaer, 1826","0","","","1","0","0","1","","","","","","","","","","","","",""
"34","1","215","Gibbaranea","9","Archer, 1951","0","","","1","0","0","1","","","","","","","","","","","","",""
"35","","216","Abacoproeces","2","Simon, 1884","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","47","217","Acartauchenius","6","Simon, 1884","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","89","218","Araeoncus","17","Simon, 1884","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","","219","Caracladus","3","Simon, 1884","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","1","220","Ceratinella","10","Emerton, 1882","0","","","1","1","1","0","","Compact dark spiders with coriaceous abdomens (Locket & Millidge 1953). The male carapace is slightly domed in head region. The legs are short and robust with metatarsi equal or slightly longer than tarsi. Tibial spines very short and resemble hairs. The abdomen is globular in females, less so in males. A dorsal scutum is present in many species. ","","","","","","","","","","",""
"35","","222","Cinetata","1","Wunderlich, 1995","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","46","223","Cnephalocotes","2","Simon, 1884","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","","224","Erigonoplus","15","Simon, 1884","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","203","225","Frontinellina","2","van Helsdingen, 1969","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","85","226","Glyphesis","4","Simon, 1926","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","82","227","Gongylidiellum","8","Simon, 1884","0","","","1","1","0","0","","The genus contains mostly small species less than 2 mm body length. Genus characters are not visible with a hand lens but require a stereomicroscope. Male head not elevated. Apparently, males use sound production in courtship as the branchial opercula are provided with stridulating ridges opposing a tooth-like outgrowth on coxae IV. Metatarsus IV without a trichobothrium. Tibiae I-II with two spines, III-IV with just one.","","","","","","","","","","",""
"35","6","228","Hylyphanthes","2","Simon, 1884","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","30","229","Hypselistes","3","Simon, 1894","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","","230","Lasiargus","1","Kulczynski, 1894","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","189","231","Lepthyphantes","61","Menge, 1866","0","","","1","1","1","1","","Medium to large linyphiids ranging form 2.5 to 4.5 mm body length (Saaristo & Tanasevitch 1996). Legs clearly annulated in European species. Tm IV without trichobothrium. Abdomen with a distinct pattern, usually composed of broad black transverse markings formed as bars, bands or chevrons on a grey background. Abdomens may be dotted with some whitish spots. Males are characterized by the sickle-shaped embolus with tight sulcus and large carina (not visible with a hand lens). Epigynes wit large scape arising from the inside of the epigynal cavity. Note that there is some disagreements on the delineation of the genus. The genus description here is based on a narrow conception as given by Saaristo & Tanasevitch (1996).","","Due to the high number of species in this genus (formerly almost 400) many former <i>Lepthyphantes</i> species have been grouped in to new genera mainly based on small details in the copulatory organs. Saaristo & Tanasevitch (1996) limit the genus to only five species of which only two are European, but this is apparently not followed by Platnick.","","","","This genus contains one Faroese species which is found in or near houses.","","","","",""
"35","","232","Lessertinella","2","Denis, 1947","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","201","233","Linyphia","22","Latreille, 1804","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","167","234","Macrargus","6","Dahl, 1886","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","45","235","Mecopisthes","11","Simon, 1926","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","147","236","Meioneta","30","Hull, 1920","0","","","1","1","0","1","","Posterior eyes of approximately similar size or medians larger than laterals (Locket & Millidge 1953). Tm I = ca. 0.20-0.30. Some species possess lateral spines on Tibia I and II. Without a trichobothrium on metatarsus IV. <i>Meioneta</i> share some morphological traits with <i>Agyneta</i> (see genus description for <i>Agyneta</i>).","","","","","","None of the two Faroese species possess lateral spines on tibiae I and II. The epigynes of the two species are very similar and females are best separated by differences in overall colour and by the size difference between posterior medial and lateral eyes. Tm I range (0.21-0.27) is similar in both species (Roberts 1987).","","","","",""
"35","","237","Metapanamomops","1","Millidge, 1977","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","23","238","Metopobactrus","12","Simon, 1884","0","","","1","0","1","0","","","","","","","","","","","","",""
"35","","240","Minicia","9","Thorell, 1875","0","","","0","0","0","1","","","","","","","","","","","","",""
"35","90","241","Panamomops","13","Simon, 1884","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","43","242","Parapelecopsis","3","Wunderlich, 1992","0","","","1","0","0","1","","","","","","","","","","","","",""
"35","28","243","Peponocranium","4","Simon, 1884","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","","244","Sciastes","2","Bishop & Crosby, 1938","0","","","0","0","1","0","","","","","","","","","","","","",""
"35","102","245","Scotinotylus","9","Simon, 1884","0","","","0","1","1","0","","Species rich genus consisting of small species ranging from 1.2 to 3.0 mm (Millidge1981). Male head domed behind posterior eyes, in some species only slightly while in others formed in to a large lobe. Dome or lobe are furnished with some short, fine hairs on anterior or frontal parts, including ocular area. Sulci and pits may be present in those species having a definite lobe. Eyes are widely spaced and fairly small in some species, perhaps most pronounced in males. The female carapace is only slightly elevated behind the eyes and carries no other modifications. Chelicerae with stridulating files in both sexes and in all species (Millidge 1981). Abdomen without a scutum and practically unicolourous. Legs are relatively short and tend to appear stout in smaller species. Tibia and metatarsus I dorsally with dense short hairs in both sexes. In males of some species these hairs are curved (requires a stereomicroscope to be visible). Metatarsi I-III with a dorsal trichobothrium, metatarsus IV withou a trichobothrium. Tm I range between 0.35 and 0.7, but the value is less than 0.55 in most species (Millidge 1981). Male palpal tibia is elongated and swollen in some species. The palpal tibia may bear one or more thickened spines dorsally. Tibial apophysis usually short, often with a short tooth distallly. In species with a longer apophysis this terminates in a hook. As most linyphiid genera, <i>Scotinotylus</i> is  defined more unambiguously by the structure of the genitals (see Millidge 1977, 1981 for details). ","","The members of this genus is widely distributed in the northern hemisphere with many species endemic to North America (Millidge 1981). Generally, the species are associated with the cool climates of high latitudes. Further to the south the species are confined to high altitudes such as those of central European mountain ranges. Little is known about their biology. They have been found at ground level under stones. Several species have been found at the snow line.","","","","The members of this genus is widely distributed in the northern hemisphere with many species endemic to North America (Millidge 1981). Generally, the species are associated with the cool climates of high latitudes. Further to the south the species are confined to high altitudes such as those of central European mountain ranges.  Little is known about their biology. They have been found at ground level under stones. Several species have been found at the snow line. Males of the single Faroese species may be identifiable with a lens by viewing the smoothly raised carapace in lateral view. Females requires a stereomicroscope for identification.","","","","",""
"35","150","246","Syedra","6","Simon, 1884","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","","247","Theonina","2","Simon, 1929","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","48","248","Trichoncus","18","Simon, 1884","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","","249","Troglohyphantes","119","Joseph, 1881","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","62","250","Troxochrus","4","Simon, 1884","0","","","1","0","0","0","","","","","","","","","","","","",""
"31","1","251","Nesticus","26","Thorell, 1869","0","","","1","0","0","0","Familiens største slægt. De fleste arter er huleedderkopper i tempererede egne. Fra Europa kendes ca. 25 arter, heraf kun en i Nordeuropa, som også er en dansk art. Afstanden mellem hovedets forkant og de forreste midterøjne (clypeus) er ret stor, og større end afstanden mellem de forreste og bagerste midterøjne. Øjnene er af ens størrelse, den forrest øjenrække er svagt tilbagebøjet mens den bagerste øjenrække er noget fremadbøjet. De forreste midterøjne er meget små, og placeret på en lille forhøjning. Colulus hos slægtens edderkopper er stor. Colulus formodes at være et delvist bortreduceret spindevortepar, som har mistet deres funktion i løbet af udviklingshistorien.","This is the largest genus of the family. The majority are cave dwellers known from temperate areas. About 25 species are known from Europe. Clypeus is high and higher than the distance between the anterior and posterior medial eyes. The eyes are equal-sized. The anterior row is very slightly recurved while the posterior is procurved. Anterior medials are small and situated on a small lobe. Spiders of the genus is further characterised by having a large vestigial bump (colulus) in front of the spinnerets.","","","","","","","","","","",""
"30","2","252","Dipoena","17","Thorell, 1869","0","","","0","0","0","0","","","","","","","","","","","","",""
"30","17","253","Robertus","18","O. P.-Cambridge, 1879","0","","","1","1","1","0","","The species resemble linyphiids because of the small size of the species and their oval unicoloured abdomens in shades of grey. The head region of the carapace is darker than the thoracic region. The two eye rows are fairly wide with each eye almost contiguous with the corresponding eye of the adjacent row. The abdomen is provided with two or three pairs of pale or reddish sigilla (dots marking points of internal muscle attachments). Legs are relatively short and differ from those of the linyphiids by possessing a comb on tarsi IV and by the tarsi being darker than femora.","","The species live at ground level in detritus, under stones, in moss, leaflitter. Sometimes also under algal upwash and in cracks in the ground.
","","","","The species live at ground level in detritus, under stones, in moss, and leaf litter. Sometimes also under algal upwash and in cracks in the ground.","","","","",""
"36","1","254","Trogloneta","3","Simon, 1922","0","","","0","0","0","0","","","","","","","","","","","","",""
"36","2","255","Mysmenella","1","Brignoli, 1980","0","","","0","0","0","0","","","","","","","","","","","","",""
"42","3","256","Cepheia","1","Simon, 1894","0","","","0","0","0","0","","","","","","","","","","","","",""
"24","10","257","Acantholycosa","4","Dahl, 1908","0","","","0","0","0","0","","","","","","","","","","","","",""
"6","6","259","Emblyna","7","Chamberlin, 1948","0","","","0","0","1","1","","","","","","","","","","","","",""
"35","146","260","Agyneta","15","Hull, 1911","0","","","1","1","1","1","","Posterior eyes of approximately similar size (Locket & Millidge, 1953). Tm I = 0.65-0.9. With a trichobothrium on metatarsus IV. Lateral spines on Tibia I and II absent. ","","<i>Agyneta</i> share some morphological traits with <i>Meioneta</i> including tracheae extending in to the cephalothorax as well as similar structure of the secondary genital organs. This has resulted in synonymization and transfer of species from <i>Meioneta</i> to <i>Agyneta</i> (see for example Saaristo 1973, Roberts 1987 and Saaristo & Koponen 1998). However, the present view is to consider this incorrect. Millidge (1977) point out that the two genera most likely constitute two phylogenetic lines due to non-overlapping Tm I range, a view that has not yet been proven wrong (The World Spider Catalog by Platnick).  There are a few other differences between the genera. <i>Meioneta</i> lacks a trichobothrium on metatarsus IV and possess different cheliceral teeth than <i>Agyneta</i>. Some <i>Meioneta</i> species possess lateral spines on tibia I and II. Members of <i>Agyneta</i> have only dorsal spines on tibia I-II. From a practical point of view, it is convenient to uphold the two genera due to the fairly high number of species, totalling 30 in Europe alone. Species rich genera are unhandy in terms of species identification. Identification of single females in the two genera may be difficult as the members have very similar epigynes, and it is sometimes stated that a female can be identified only from its habitat and association with the male (Saaristo & Koponen 1998). However, some help may be obtained from the degree of swelling and blackening of the female palp which differs among species.","","","","<i>Agyneta</i> share some morphological traits with <i>Meioneta</i> including tracheae extending in to the cephalothorax as well as similar structures of the secondary genital organs. This has resulted in synonymization and transfer of species from <i>Meioneta</i> to <i>Agyneta</i> (see for example Saaristo 1973 and Saaristo & Koponen 1998). However, the present view is to consider this incorrect. Millidge (1977) point out that the two genera most likely constitute two phylogenetic lines due to non-overlapping Tm I range, a view that has not yet been proven wrong (The World Spider Catalog by Platnick).  There are a few other differences between the genera. <i>Meioneta</i> lacks a trichobothrium on metatarsus IV and possess different cheliceral teeth than <i>Agyneta</i>. Some <i>Meioneta</i> species possess lateral spines on tibia I and II. Members of <i>Agyneta</i> have only dorsal spines on tibia I-II. From a practical point of view, it is convenient to uphold the two genera due to the fairly high number of species. Combined the two genera totals 30 European species. Species rich genera are unhandy in terms of species identification. Identification of single females in the two genera may be difficult as the members have very similar epigynes, and it is sometimes stated that a female can be identified only from its habitat and association with the male (Saaristo & Koponen 1998). However, some help may be obtained from the degree of swelling and blackening of the female palp which differs among species. There are three Faroese species not including <i>Agyneta nigripes</i> which is presently assigned to <i>Meioneta</i>. Tibia and tarsus of female palp is markedly swollen in <i>A. decora</i> and <i>A. subtilis</i> while <i>A. ramosa</i> has only slightly swollen or normal, slender palps. Males are identified by the shape of the lamella. I most cases the species must be identified under the stereomicroscope.","","","","",""
"35","168","261","Bathyphantes","17","Menge, 1866","0","","","1","1","1","0","","Palp of female with tarsal claw. Legs rather long and slender. All tibiae with two dorsal spines, metatarsi spineless (Locket & Millidge 1953).","","","","","","Just one Faroese species in genus.","","","","",""
"35","","262","Collinsia","10","(Thorell 1871)","0","","","0","1","1","0","","Male head not elevated. Metatarsi slightly longer than tarsi. Tibia I-III with two spines, IV with only one (Locket & Millidge 1953).","","","","","","","","","","",""
"35","124","263","Hilaira","11","Simon, 1884","0","","","1","1","1","0","","Although fairly small Linyphiinae species they appear as large species of Erigoninae due to the generally dark colours. The carapace is broad in front. The front half of the carapace is domed, however much less so in females than in males. The males are separable in the field by the shape of the dome in lateral view using a lens (see drawings of carapaces in Roberts, 1987). Chelicers appear robust. Tibiae I-IV with two dorsal spines with one additional prolateral spine on tibia I (Locket & Millidge, 1951). Male palp complex and with large paracymbium and with tibial apophysis. Note that <i>H. frigida</i> recently has been transferred to the genus <i>Oreoneta</i>.","","","","","","","","","","",""
"35","","264","Hybauchenidium","3","Holm, 1973","0","","","0","0","1","0","","","","","","","","","","","","",""
"35","","265","Islandiana","2","Brændegaard, 1932","0","","","0","0","1","0","","","","","","","","","","","","",""
"35","107","266","Mecynargus","10","Kulczynski, 1894","0","","","1","1","1","0","","Males of this genus are characterized by a short embolus lying in a loop in the distal part of the bulbus (not visible with a lens). Epigynes broader than long or as broad as long. Males of some species has the carapace slightly domed behind the eyes or elevated conically (Roberts 1987, Marusik in prep.).
","","","","","","Just one species (<i>Mecynargus morulus</i>) known from the Faroes, but species known from neighbouring countries (<i>M. borealis</i>, <i>M. paetulus</i>, and <i>M. sphagnicola</i>) are potential members of the Faroese fauna.","","","","",""
"35","103","267","Typhochrestus","21","Simon, 1884","0","","","1","0","1","1","","","","","","","","","","","","",""
"35","","268","Wabasso","2","Millidge, 1984","0","","","0","0","1","0","","","","","","","","","","","","",""
"30","16","270","Enoplognatha","26","Pavesi, 1880","0","","","1","0","1","1","","","","","","","","","","","","",""
"30","20","271","Thymoites","2","Keyserling, 1884","0","","","0","0","1","0","","","","","","","","","","","","",""
"30","3","273","Lasaeola","4","Simon, 1881","0","","","1","0","0","1","","","","","","","","","","","","",""
"9","1","274","Gamasomorpha","1","Karsch, 1881","0","","","0","0","0","0","","","","","","","","","","","","",""
"30","13","276","Neottiura","6","Menge, 1868","0","","","1","0","0","1","","","","","","","","","","","","",""
"30","14","277","Paidiscura","5","Archer, 1950","0","","","1","0","0","0","","","","","","","","","","","","",""
"30","15","278","Simitidion","3","Wunderlich, 1992","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","","280","Styloctetor","3","Simon, 1884","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","195","281","Anguliphantes","4","Saaristo & Tanasevitch, 1996","0","","","0","0","0","0","","","","","","","","","","","","",""
"35","","282","Improphantes","8","Saaristo & Tanasevitch, 1996","0","","","1","1","1","0","","Small linyphiids ranging form 1.45 to slightly longer than 2 mm body length (Saaristo & Tanasevitch 1996). Legs not annulated or banded. Tm IV without a trichobothrium. Abdomen grey to black without pattern. Males are characterized by the sickle-shaped embolus with open sulcus and slightly reduced carina (not visible with a hand lens). Epigynes are protruding and large.","","Species belonging to this genus have similarities to species of <i>Lepthyphantes</i> and the cluster of genera generated from it in recent years. Undivided <i>Lepthyphantes</i> would contain 396 species which is too many to handle. As a consequence many former <i>Lepthyphantes</i> species have been grouped in to new genera mainly based on small details in the copulatory organs.","","","","Only one Faroese spider species in this genus which was formerly placed in the <i>Lepthyphantes</i> genus.","","","","",""
"35","190","283","Megalepthyphantes","4","Wunderlich, 1994","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","194","284","Midia","1","Saaristo & Wunderlich, 1995","0","","","1","0","0","0","","","","","","","","","","","","",""
"6","7","285","Mastigusa","3","Menge, 1854","0","","","1","0","0","0","Denne slægt indeholder tre arter hvoraf  to er nærtbeslægtede og muligvis kun er to racer af samme art. Hvis dette er tilfældet er navnet <i>arietina</i> det gyldige og er fulgt her. De to arter eller racer afviger kun i øjnenes størrelse og placering. Slægten har levet en omtumlet tilværelse både navnemæssigt, og i forhold til hvilken familie den skal henføres under. For tiden er slægten placeret i Dictynidae, men det kan meget vel ændre sig i fremtiden.","This genus contains three species of which two are closely related and may just be two races of the same species. For the time being they are considered the same species here and in this case the oldest valid name is <i>arietina</i>. The two species or races differ only in the arrangement and size of the eyes. The genus has had a chequered career, both in relation the name and family to sort under. For the time being the genus is assigned to Dictynidae but this may very well change in the future. Both species are associated with ant nests wherein they breed, on the condition that the nests are not too compact.","","","","","","","","","","",""
"6","8","286","Cicurina","3","Menge, 1871","0","","","1","0","0","0","Slægtens arter er ret ens med forkrop og ben i gulorange til brune farver med lysere bagkrop, som regel uden tydelige tegninger. <i>Cicurina cicur</i> er vidt udbredt i Europa mens <i>C. japonica</i> i senere år er fundet indslæbt til Tyskland, Svejts og Danmark. Slægten har kun tre europæiske arter, hvorimod der i Nordamerika forekommer adskillige, herunder arter med øjental reduceret til seks, og blinde hulearter helt uden øjne.","The species are quite similar in appearance, with legs and cephalothorax yellowish and the abdomen lightgray or pink, with some faint spots or chevrons. <i>Cicurina cicur</i> has a wide distribution in Europe while <i>C. japonica</i> only fairly recently has established populations in Germany, Switzerland and Denmark. There are just three European species, whereas a number of species are present in North America, including some cave species having the eyes reduced to six, and some having no eyes at all.","","","","","","","","","","",""
"4","3","287","Coelotes","25","Blackwall, 1841","0","","","1","0","0","0"," Robuste edderkopper med ret korte, kraftige ben, bredt hoved og kraftige kæber som ses tydeligt oppefra. Spinder en rørformet, underjordisk retræte under sten, rådne stammer og stubbe i skovbunden. Retræten er forsynet med en karakteristisk krave omkring rørets indgang.","These are robust spiders with stout legs, rather wide head and sturdy chelicerae clearly visible from above. Members of this genus spin tubular retreats under stones, rottening stumps and other dead wood lying on the forest floor. A characteristic collar of silk is present at the entrance to the retreat.","","","","","","","","","","",""
"37","1","288","Cheiracanthium","32","C. L. Koch, 1839","0","","Longlegged sac spiders","1","0","0","1","Hannerne i slægten ligner hunnerne, men er slankere og har forlængede kæber.  Kropsfarve i forskellige nuancer af gul, orange, brun og grøn. Hurtige, nataktive jægere på vegetation, hvor føddernes bundter af flade setae giver god fasthæftningevne til substratet.","The males of the genus resemble females but are slimmer and have longer chelicerae. The body colours are various hues of yellow, orange, brown and green. They are swift nocturnal hunters on foliage and surefooted due to dense claw tufts composed of many flattened setae.","","","","","","","","","","",""
"35","","289","Oryphantes","2","Hull, 1932","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","192","291","Palliduphantes","48","Saaristo & Tanasevitch, 2001","0","","","1","1","0","1","","Small to medium sized linyphiids having body lengths ranging from 1.30-2.95 mm, but species larger than 2.5 mm are few (Saaristo & Tanasevitch 2001). Pale coloured spiders, the cephalothorax and appendages range in colour from pale yellow to pale orange and the unicoloured abdomen from pale yellow to grey or greyish brown, sometimes with a greenish tinge or a faint pattern of transverse stripes or chevrons. Legs with few spines. Metatarsus IV is without a trichobotrium.","","Pale coloured spiders, mostly more or less cavernicolous in lifestyle. The genus incorporates a group of former <i>Lepthyphantes</i> species now reclassified to the new <i>Palliduphantes</i> genus based on synapomorphies of the secondary genital organs (Saaristo & Tanasevitch 2001). The males of the species share some special characters including similar shaped paracymbia which are large and tub-like. Also the lamella of the palps and the epigynes share similarities, the epigynes having a very characteristic appearance in dorsal view (see Saaristo & Tanasevitch 2001 for more details on diagnostic characters). The genus is subdivided in to eight species groups bases on the morphology of the secondary genital organs (Saaristo & Tanasevitch 2001)","","","","Pale coloured spiders, mostly more or less cavernicolous in lifestyle. The genus incorporates a group of former <i>Lepthyphantes</i> species now reclassified to the new <i>Palliduphantes</i> genus based on synapomorphies of the secondary genital organs (Saaristo & Tanasevitch 2001). The males of the species share some special characters including similar shaped paracymbia which are large and tub-like. Also the lamella of the palps and the epigynes share similarities, the epigynes having a very characteristic appearance in dorsal view (see Saaristo & Tanasevitch 2001 for more details on diagnostic characters). The genus is subdivided in to eight species groups bases on the morphology of the secondary genital organs (Saaristo & Tanasevitch 2001). There is just one Faroese species belonging to the <i>insignis</i> species group.","","","","",""
"35","193","292","Tenuiphantes","23","Saaristo & Tanasevitch, 1996","0","","","1","1","0","1","Slægten indeholder arter som tidligere var samlet i <i>Lepthyphantes</i> slægten der nu er udskilt i <i>Tenuiphantes</i> slægten. Arterne er karakteriseret ved ensfarvede ben og ved tilstedværelse af et mønster på bagkroppen. Der er flere nærstående arter i <i>Tenuiphantes</i> slægten der kun med sikkerhed lader sig adskille ved at observere små forskelle i kønsorganernes struktur under stereolup.","Small to large linyphiids ranging from 1.7-4.1 mm body length (Saaristo & Tanasevitch 1996). Males are characterized by having a sinuous embolus, often with a dentigerous protrusion at about halfway while females are characterized by having the proscapus bordered at either side by a lateral wing-like extension of the median part of the scapus (Saaristo & Tanasevitch 1996). Epigynes of <i>T. alacris</i> females also characterized by strongly developed lateral teeth. Paracymbium with 0-3 teeth. The species differ in leg spination. Metatarsus without a trichobothrium except in <i>T. retezaticus</i> (endemic to Romania). Most species have uniformly coloured legs and a dark dorsal pattern on the abdomen usually composed of broad black transverse bars on a brownish background. Bars sometimes reduced to paired dots combined by thin black lines. Dorsal pattern is usually more obscure in males. Legs fairly long and with long spines.","","Previously, members of this genus were placed in the species rich genus of <i>Lepthyphantes</i>.  A homogenous group of species have now been transferred to the <i>Tenuiphantes</i> genus which is characterised by their copulatory organs. Markings can be quite variable within species, nevertheless they are sometimes useful for separating the species.","","","","Previously, members of this genus were placed in the species rich genus of <i>Lepthyphantes</i>. A homogenous group of species have now been transferred to the <i>Tenuiphantes</i> genus which is characterised by their copulatory organs. There are three Faroese species. Markings can be quite variable within species, nevertheless they are sometimes useful for separating the species. <i>Tenuiphantes zimmermanni</i> differ from the two other Faroese species by the spacing and relative size of medial and lateral eyes. ","","","","",""
"22","15","293","Talavera","13","Peckham & Peckham, 1909","0","","","1","0","0","0"," Modsat som hos den nærtbeslægtede <i>Euophrys</i> slægt er den samlede længde af patella og tibia på benpar III næsten den samme som for benpar IV.","In contrast to the closely related <i>Euophrys</i> genus the combined lenght of patella and tibia does not differ much for legs III and IV.","","","","","","","","","","",""
"22","14","294","Pseudeuophrys","7","Dahl, 1912","0","","","1","0","0","1","Lille slægt med arter, som i nyere tid er udskilt fra <i>Euophrys</i>.","A small genus with species, recently separated from <i>Euophrys</i>.","","","","","","","","","","",""
"39","1","298","Unknown","4","","0","","","0","0","0","0","","","","","","","","","","","","",""
"15","5","299","Drassyllus","10","Chamberlin, 1922","0","","","1","0","0","0","De bagerste, midterøjne er større end de laterale, skråtstillede og ovale hos de fleste arter. Bagerste øjenrække er buer svagt fremad (prokurvede) og de midterste øjne er tættere på hinanden end de er til de laterale. Distale ende af metatarsi III og IV er forsynet med en ventral kam af rækkestillede børster. Typisk helt mørke arter som ligner arter fra <i>Zelotes</i> slægten.","Posterior medial eyes larger than laterals and in most species oval and oblique. Posterior row of eyes slightly procurved and the medials are closer to each other than to the laterals. Distal end of metatarsi III og IV is furnished with a ventral comb. Mostly dark species resembling species of the <i>Zelotes</i> genus.","","","","","","","","","","",""
"15","7","300","Trachyzelotes","13","Lohmander, 1944","0","","","1","0","0","1","","","","","","","","","","","","",""
"15","6","301","Urozelotes","3","Mello-Leitão, 1938","0","","","1","0","0","0","","","","","","","","","","","","",""
