"PhotoId","RefId","SpeciesId","LocID","SubjectDK","SubjectUK","Filename","IsFO","IsGL","IsGR","IsAZ","IsPS","TimeStamp"
"4041","5662","1224","702","Hun","Female","Pictures\Clubiona_decora_female_JL5662_23880.JPG","0","0","0","1","0","09-08-2009 09:50:51"
"4042","5662","1224","702","Hun, bagkropstegninger","Female abdominal markings","Pictures\Clubiona_decora_female_JL5662_23881.JPG","0","0","0","1","0","09-08-2009 09:51:30"
"4043","5662","1224","702","Hun","Female","Pictures\Clubiona_decora_female_JL5662_23884.JPG","0","0","0","1","0","09-08-2009 09:51:55"
"4044","5662","1224","702","Hun","Female","Pictures\Clubiona_decora_female_JL5662_23896.JPG","0","0","0","1","0","09-08-2009 09:52:17"
"4045","5661","1237","702","Hun","Female","Pictures\Entelecara_schmitzi_female_JL5661_23835.JPG","0","0","0","1","0","09-08-2009 09:52:43"
"4046","5661","1237","702","Hun","Female","Pictures\Entelecara_schmitzi_female_JL5661_23852.JPG","0","0","0","1","0","09-08-2009 09:53:05"
"4047","5661","1237","702","Hun","Female","Pictures\Entelecara_schmitzi_female_JL5661_23857.JPG","0","0","0","1","0","09-08-2009 09:53:32"
"4048","5661","1237","702","Hun","Female","Pictures\Entelecara_schmitzi_female_JL5661_23869.JPG","0","0","0","1","0","09-08-2009 09:54:12"
"4049","5663","1259","702","Hun, bagkropstegninger","Female abdominal markings","Pictures\Macaroeris_diligens_female_JL5663_23901.JPG","0","0","0","1","0","09-08-2009 09:56:47"
"4050","5663","1259","702","Hun","Female","Pictures\Macaroeris_diligens_female_JL5663_23907.JPG","0","0","0","1","0","09-08-2009 09:57:18"
"4051","5663","1259","702","Hun","Female","Pictures\Macaroeris_diligens_female_JL5663_23910.JPG","0","0","0","1","0","09-08-2009 09:57:44"
"4052","5663","1259","702","Hun","Female","Pictures\Macaroeris_diligens_female_JL5663_23915.JPG","0","0","0","1","0","09-08-2009 09:58:09"
"4053","5663","1259","702","Hun","Female","Pictures\Macaroeris_diligens_female_JL5663_23916.JPG","0","0","0","1","0","09-08-2009 09:58:34"
"4054","5663","1259","702","Hun","Female","Pictures\Macaroeris_diligens_female_JL5663_23918.JPG","0","0","0","1","0","09-08-2009 09:59:07"
"4055","5663","1259","702","Hun","Female","Pictures\Macaroeris_diligens_female_JL5663_23919.JPG","0","0","0","1","0","09-08-2009 09:59:30"
"4056","5663","1259","702","Hun","Female","Pictures\Macaroeris_diligens_female_JL5663_23920.JPG","0","0","0","1","0","09-08-2009 09:59:56"
"4057","5663","1259","702","Hun","Female","Pictures\Macaroeris_diligens_female_JL5663_23925.JPG","0","0","0","1","0","09-08-2009 10:00:23"
"4058","5675","1266","693","Subadult han","Subadult male","Pictures\Rhomphaea_nasica_submale_JL5675_22194.JPG","0","0","1","1","0","10-08-2009 08:08:04"
"4059","5675","1266","693","Subadult han","Subadult male","Pictures\Rhomphaea_nasica_submale_JL5675_22210.JPG","0","0","1","1","0","10-08-2009 08:08:31"
"4060","5675","1266","693","Subadult han","Subadult male","Pictures\Rhomphaea_nasica_submale_JL5675_22219.JPG","0","0","1","1","0","10-08-2009 08:08:54"
"4061","5675","1266","693","Subadult han","Subadult male","Pictures\Rhomphaea_nasica_submale_JL5675_22220.JPG","0","0","1","1","0","10-08-2009 08:09:17"
"4062","5675","1266","693","Subadult han","Subadult male","Pictures\Rhomphaea_nasica_submale_JL5675_22221.JPG","0","0","1","1","0","10-08-2009 08:09:41"
"4063","5675","1266","693","Subadult han","Subadult male","Pictures\Rhomphaea_nasica_submale_JL5675_22222.JPG","0","0","1","1","0","10-08-2009 08:10:06"
"4064","5675","1266","693","Subadult han","Subadult male","Pictures\Rhomphaea_nasica_submale_JL5675_22229.JPG","0","0","1","1","0","10-08-2009 08:10:27"
"4065","5675","1266","693","Subadult han","Subadult male","Pictures\Rhomphaea_nasica_submale_JL5675_22237.JPG","0","0","1","1","0","10-08-2009 08:10:50"
"4066","5678","202","694","Han","Male","Pictures\Phlegra_fasciata_male_JL5678_22036.JPG","0","0","1","0","0","11-08-2009 18:57:54"
"4067","5678","202","694","Han","Male","Pictures\Phlegra_fasciata_male_JL5678_22037.JPG","0","0","1","0","0","11-08-2009 18:58:20"
"4068","5678","202","694","Han","Male","Pictures\Phlegra_fasciata_male_JL5678_22038.JPG","0","0","1","0","0","11-08-2009 18:58:40"
"4069","5678","202","694","Han","Male","Pictures\Phlegra_fasciata_male_JL5678_22045.JPG","0","0","1","0","0","11-08-2009 18:59:01"
"4070","5676","117","693","Han","Male","Pictures\Runcinia_grammica_male_JL5676_22139.JPG","0","0","1","0","0","12-08-2009 06:47:43"
"4071","5676","117","693","Han","Male","Pictures\Runcinia_grammica_male_JL5676_22143.JPG","0","0","1","0","0","12-08-2009 06:48:04"
"4072","5676","117","693","Han","Male","Pictures\Runcinia_grammica_male_JL5676_22146.JPG","0","0","1","0","0","12-08-2009 06:48:25"
"4073","5676","117","693","Han","Male","Pictures\Runcinia_grammica_male_JL5676_22148.JPG","0","0","1","0","0","12-08-2009 06:48:46"
"4074","5676","117","693","Han","Male","Pictures\Runcinia_grammica_male_JL5676_22166.JPG","0","0","1","0","0","12-08-2009 06:49:06"
"4075","5676","117","693","Han","Male","Pictures\Runcinia_grammica_male_JL5676_22172.JPG","0","0","1","0","0","12-08-2009 06:49:28"
"4076","5686","180","693","Hun","Female","Pictures\Ballus_chalybeius_female_JL5686_22367.JPG","0","0","1","0","0","13-08-2009 07:56:30"
"4077","5686","180","693","Hun","Female","Pictures\Ballus_chalybeius_female_JL5686_22381.JPG","0","0","1","0","0","13-08-2009 07:56:47"
"4078","5686","180","693","Hun","Female","Pictures\Ballus_chalybeius_female_JL5686_22394.JPG","0","0","1","0","0","13-08-2009 07:57:03"
"4079","5686","180","693","Hun","Female","Pictures\Ballus_chalybeius_female_JL5686_22409.JPG","0","0","1","0","0","13-08-2009 07:57:23"
"4080","5686","180","693","Hun","Female","Pictures\Ballus_chalybeius_female_JL5686_22430.JPG","0","0","1","0","0","13-08-2009 07:57:41"
"4081","5687","1343","693","Hun","Female","Pictures\Crustulina_scabripes_female_JL5687_23075.JPG","0","0","1","0","0","13-08-2009 07:58:30"
"4082","5687","1343","693","Hun","Female","Pictures\Crustulina_scabripes_female_JL5687_23080.JPG","0","0","1","0","0","13-08-2009 07:58:47"
"4083","5687","1343","693","Hun","Female","Pictures\Crustulina_scabripes_female_JL5687_23088.JPG","0","0","1","0","0","13-08-2009 07:59:26"
"4084","5687","1343","693","Hun, bagkropstegninger","Female abdominal markings","Pictures\Crustulina_scabripes_female_JL5687_23089.JPG","0","0","1","0","0","13-08-2009 08:00:02"
"4085","5685","674","693","Hun","Female","Pictures\Oecobius_navus_female_JL5685_21494.JPG","0","0","1","0","0","13-08-2009 08:02:27"
"4086","5673","686","693","Fangspind","Web","Pictures\Segestria_florentina_web_JL5673_21851.JPG","0","0","1","1","0","13-08-2009 08:03:01"
"4087","5673","686","693","Fangspind","Web","Pictures\Segestria_florentina_web_JL5673_21855.JPG","0","0","1","1","0","13-08-2009 08:03:31"
"4088","5688","1184","693","Hun","Female","Pictures\Argyrodes_argyrodes_female_JL5688_21333.JPG","0","0","1","0","0","15-08-2009 18:23:16"
"4089","5688","1184","693","Hun","Female","Pictures\Argyrodes_argyrodes_female_JL5688_21335.JPG","0","0","1","0","0","15-08-2009 18:23:40"
"4090","5688","1184","693","Hun","Female","Pictures\Argyrodes_argyrodes_female_JL5688_21340.JPG","0","0","1","0","0","15-08-2009 18:24:05"
"4091","5688","1184","693","Hun","Female","Pictures\Argyrodes_argyrodes_female_JL5688_21349.JPG","0","0","1","0","0","15-08-2009 18:24:30"
"4092","5688","1184","693","Han","Male","Pictures\Argyrodes_argyrodes_male_JL5688_22313.JPG","0","0","1","0","0","15-08-2009 18:24:51"
"4093","5688","1184","693","Han","Male","Pictures\Argyrodes_argyrodes_male_JL5688_22318.JPG","0","0","1","0","0","15-08-2009 18:25:14"
"4094","5688","1184","693","Han","Male","Pictures\Argyrodes_argyrodes_male_JL5688_22321.JPG","0","0","1","0","0","15-08-2009 18:25:37"
"4099","5689","691","693","Hun","Female","Pictures\Spermophora_senoculata_female_JL5689_21439.JPG","0","0","1","0","0","15-08-2009 18:27:57"
"4100","5689","691","693","Han","Male","Pictures\Spermophora_senoculata_male_JL5689_21252.JPG","0","0","1","0","0","15-08-2009 18:28:22"
"4101","5689","691","693","Han","Male","Pictures\Spermophora_senoculata_male_JL5689_21256.JPG","0","0","1","0","0","15-08-2009 18:29:15"
"4102","5689","691","693","Han","Male","Pictures\Spermophora_senoculata_male_JL5689_21272.JPG","0","0","1","0","0","15-08-2009 18:29:40"
"4103","5689","691","693","Han","Male","Pictures\Spermophora_senoculata_male_JL5689_21279.JPG","0","0","1","0","0","15-08-2009 18:30:15"
"4104","5689","691","693","Han","Male","Pictures\Spermophora_senoculata_male_JL5689_21286.JPG","0","0","1","0","0","15-08-2009 18:30:36"
"4105","5691","112","693","Hun","Female","Pictures\Thomisus_onustus_female_JL5691_21560.JPG","0","0","1","0","0","15-08-2009 18:31:00"
"4106","5691","112","693","Hun","Female","Pictures\Thomisus_onustus_female_JL5691_21575.JPG","0","0","1","0","0","15-08-2009 18:31:26"
"4107","5691","112","693","Hun","Female","Pictures\Thomisus_onustus_female_JL5691_21577.JPG","0","0","1","0","0","15-08-2009 18:31:49"
"4108","5691","112","693","Juvenil","Juvenile","Pictures\Thomisus_onustus_juvenile_JL5691_22741.JPG","0","0","1","0","0","15-08-2009 18:32:17"
"4109","5691","112","693","Juvenil","Juvenile","Pictures\Thomisus_onustus_juvenile_JL5691_22747.JPG","0","0","1","0","0","15-08-2009 18:32:36"
"4110","5693","717","693","Epigyn","Epigyne","Pictures\Argiope_lobata_epigyne_JL5693_22479.JPG","0","0","1","0","0","16-08-2009 15:06:16"
"4111","5693","717","693","Hun","Female","Pictures\Argiope_lobata_female_JL5693_22470.JPG","0","0","1","0","0","16-08-2009 15:06:43"
"4112","5693","717","693","Hun","Female","Pictures\Argiope_lobata_female_JL5693_22506.JPG","0","0","1","0","0","16-08-2009 15:07:05"
"4113","5693","717","693","Hun","Female","Pictures\Argiope_lobata_female_JL5693_22541.JPG","0","0","1","0","0","16-08-2009 15:07:31"
"4114","5693","717","693","Hun","Female","Pictures\Argiope_lobata_female_JL5693_22549.JPG","0","0","1","0","0","16-08-2009 15:07:56"
"4115","5693","717","693","Hun","Female","Pictures\Argiope_lobata_female_JL5693_22556.JPG","0","0","1","0","0","16-08-2009 15:08:18"
"4116","5690","3816","693","Han","Male","Pictures\Platnickina_nigropunctata_male_JL5690_22665.JPG","0","0","1","0","0","16-08-2009 15:08:43"
"4117","5690","3816","693","Han","Male","Pictures\Platnickina_nigropunctata_male_JL5690_22667.JPG","0","0","1","0","0","16-08-2009 15:09:03"
"4118","5690","3816","693","Han","Male","Pictures\Platnickina_nigropunctata_male_JL5690_22672.JPG","0","0","1","0","0","16-08-2009 15:09:24"
"4119","5690","3816","693","Han","Male","Pictures\Platnickina_nigropunctata_male_JL5690_22674.JPG","0","0","1","0","0","16-08-2009 15:09:47"
"4120","5694","717","708","Han","Male","Pictures\Argiope_lobata_male_JL5694_23676.JPG","0","0","0","0","0","17-08-2009 17:09:01"
"4121","5694","717","708","Han","Male","Pictures\Argiope_lobata_male_JL5694_23677.JPG","0","0","0","0","0","17-08-2009 17:09:19"
"4122","5694","717","708","Han","Male","Pictures\Argiope_lobata_male_JL5694_23688.JPG","0","0","0","0","0","17-08-2009 17:09:49"
"4123","5694","717","708","Han","Male","Pictures\Argiope_lobata_male_JL5694_23711.JPG","0","0","0","0","0","17-08-2009 17:10:12"
"4124","5694","717","708","Han","Male","Pictures\Argiope_lobata_male_JL5694_23716.JPG","0","0","0","0","0","17-08-2009 17:10:29"
"4125","5694","717","708","Han","Male","Pictures\Argiope_lobata_male_JL5694_23720.JPG","0","0","0","0","0","17-08-2009 17:10:49"
"4126","5692","1345","693","Han","Male","Pictures\Cresmatoneta_mutinensis_male_JL5692_23166.JPG","0","0","1","0","0","17-08-2009 17:11:14"
"4127","5692","1345","693","Han","Male","Pictures\Cresmatoneta_mutinensis_male_JL5692_23171.JPG","0","0","1","0","0","17-08-2009 17:11:34"
"4128","5692","1345","693","Han","Male","Pictures\Cresmatoneta_mutinensis_male_JL5692_23172.JPG","0","0","1","0","0","17-08-2009 17:11:55"
"4129","5692","1345","693","Han","Male","Pictures\Cresmatoneta_mutinensis_male_JL5692_23179.JPG","0","0","1","0","0","17-08-2009 17:12:18"
"4130","5692","1345","693","Han","Male","Pictures\Cresmatoneta_mutinensis_male_JL5692_23189.JPG","0","0","1","0","0","17-08-2009 17:12:40"
"4131","5697","1345","708","Han","Male","Pictures\Cresmatoneta_mutinensis_male_JL5697_23608.JPG","0","0","0","0","0","17-08-2009 17:12:57"
"4132","5697","1345","708","Han","Male","Pictures\Cresmatoneta_mutinensis_male_JL5697_23614.JPG","0","0","0","0","0","17-08-2009 17:13:15"
"4133","5700","1149","693","Han","Male","Pictures\Nurscia_albosignata_male_JL5700_20919.JPG","0","0","1","0","0","17-08-2009 17:13:38"
"4134","5700","1149","693","Han","Male","Pictures\Nurscia_albosignata_male_JL5700_20923.JPG","0","0","1","0","0","17-08-2009 17:13:55"
"4135","5700","1149","693","Han","Male","Pictures\Nurscia_albosignata_male_JL5700_20925.JPG","0","0","1","0","0","17-08-2009 17:14:14"
"4136","5700","1149","693","Han, bagkropstegninger","Male abdominal markings","Pictures\Nurscia_albosignata_male_JL5700_20934.JPG","0","0","1","0","0","17-08-2009 17:14:46"
"4137","5700","1149","693","Han","Male","Pictures\Nurscia_albosignata_male_JL5700_20938.JPG","0","0","1","0","0","17-08-2009 17:15:09"
"4138","5695","1346","708","Hun","Female","Pictures\Plexippus_paykulli_female_JL5695_23725.JPG","0","0","0","0","0","17-08-2009 17:15:30"
"4139","5695","1346","708","Hun","Female","Pictures\Plexippus_paykulli_female_JL5695_23728.JPG","0","0","0","0","0","17-08-2009 17:15:47"
"4140","5695","1346","708","Hun","Female","Pictures\Plexippus_paykulli_female_JL5695_23739.JPG","0","0","0","0","0","17-08-2009 17:16:06"
"4141","5695","1346","708","Hun, bagkropstegninger","Female abdominal markings","Pictures\Plexippus_paykulli_female_JL5695_23743.JPG","0","0","0","0","0","17-08-2009 17:16:46"
"4142","5695","1346","708","Hun","Female","Pictures\Plexippus_paykulli_female_JL5695_23746.JPG","0","0","0","0","0","17-08-2009 17:17:02"
"4143","5702","712","697","Hun","Female","Pictures\Araneus_circe_female_JL5702_22998.JPG","0","0","1","0","0","19-08-2009 22:46:33"
"4144","5702","712","697","Hun, bagkropstegninger","Female abdominal markings","Pictures\Araneus_circe_female_JL5702_23009.JPG","0","0","1","0","0","19-08-2009 22:47:15"
"4145","5702","712","697","Hun","Female","Pictures\Araneus_circe_female_JL5702_23012.JPG","0","0","1","0","0","19-08-2009 22:47:44"
"4146","5702","712","697","Han, bemærk tornargtig udvækst på coxa II og apikalt på tibia II (sidste kan anes nederst på billedet)","Male, note thorn-like outgrowths on coxa II and apically on tibia II (the latter is just visible near lower edge of image)","Pictures\Araneus_circe_male_JL5702_22966.JPG","0","0","1","0","0","19-08-2009 22:52:52"
"4147","5702","712","697","Han","Male","Pictures\Araneus_circe_male_JL5702_22970.JPG","0","0","1","0","0","19-08-2009 22:53:33"
"4148","5702","712","697","Han, bagkropstegninger","Male abdominal markings","Pictures\Araneus_circe_male_JL5702_22974.JPG","0","0","1","0","0","19-08-2009 22:54:09"
"4149","5702","712","697","Han","Male","Pictures\Araneus_circe_male_JL5702_22981.JPG","0","0","1","0","0","19-08-2009 22:54:33"
"4150","5702","712","697","Han, palpe og tornagtig udvækst på coxa II","Male palp and thorn-like outgrowth on coxa II","Pictures\Araneus_circe_male_JL5702_22984.JPG","0","0","1","0","0","19-08-2009 22:55:38"
"4153","5705","1347","693","Hun","Female","Pictures\Philodromus_medius_female_JL5705_20849.JPG","0","0","1","0","0","19-08-2009 22:56:47"
"4154","5719","1087","693","Han og hun","Male and female","Pictures\Holocnemus_pluchei_male_and_female_JL5719_21817.JPG","0","0","1","0","0","23-08-2009 14:55:43"
"4155","5719","1087","693","Han","Male","Pictures\Holocnemus_pluchei_male_JL5719_23022.JPG","0","0","1","0","0","23-08-2009 14:56:16"
"4156","5719","1087","693","Han","Male","Pictures\Holocnemus_pluchei_male_JL5719_23049.JPG","0","0","1","0","0","23-08-2009 14:56:39"
"4157","5719","1087","693","Han, bagkropstegninger","Male abdominal markings","Pictures\Holocnemus_pluchei_male_JL5719_23050.JPG","0","0","1","0","0","23-08-2009 14:57:10"
"4158","5718","1209","709","Hun (Foto © Dimitri Geystor, FR)","Female (Photo © Dimitri Geystor, FR)","Pictures\Zelotes_erebeus_female_JL5718_DG1.jpg","0","0","0","0","0","23-08-2009 14:57:53"
"4159","5718","1209","709","Hun (Foto © Dimitri Geystor, FR)","Female (Photo © Dimitri Geystor, FR)","Pictures\Zelotes_erebeus_female_JL5718_DG4.jpg","0","0","0","0","0","23-08-2009 14:58:41"
"4160","5718","1209","709","Epigyn (Foto © Dimitri Geystor, FR)","Epigyne (Photo © Dimitri Geystor, FR)","Pictures\Zelotes_erebeus_female_JL5718_DG5.jpg","0","0","0","0","0","23-08-2009 14:59:08"
"4161","5701","280","693","Hun","Female","Pictures\Araneus_angulatus_female_JL5701_21384.JPG","0","0","1","0","0","26-08-2009 17:11:20"
"4162","5701","280","693","Hun","Female","Pictures\Araneus_angulatus_female_JL5701_21386.JPG","0","0","1","0","0","26-08-2009 17:11:47"
"4163","5701","280","693","Hun, bagkropstegninger","Female abdominal markings","Pictures\Araneus_angulatus_female_JL5701_21390.JPG","0","0","1","0","0","26-08-2009 17:12:34"
"4164","5701","280","693","Hun","Female","Pictures\Araneus_angulatus_female_JL5701_21391.JPG","0","0","1","0","0","26-08-2009 17:13:05"
"4165","5701","280","693","Hun","Female","Pictures\Araneus_angulatus_female_JL5701_21398.JPG","0","0","1","0","0","26-08-2009 17:13:27"
"4166","5717","1348","693","Hun","Female","Pictures\Icius_hamatus_female_JL5717_21508.JPG","0","0","1","0","0","26-08-2009 17:14:04"
"4167","5717","1348","693","Hun","Female","Pictures\Icius_hamatus_female_JL5717_21513.JPG","0","0","1","0","0","26-08-2009 17:14:36"
"4168","5723","286","361","Hun","Female","Pictures\Nuctenea_umbratica_female_JL5723_24054.JPG","1","0","0","0","0","26-08-2009 17:15:01"
"4169","5723","286","361","Hun, bagkropstegninger","Female abdominal markings","Pictures\Nuctenea_umbratica_female_JL5723_24062.JPG","1","0","0","0","0","26-08-2009 17:15:40"
"4170","5723","286","361","Hun","Female","Pictures\Nuctenea_umbratica_female_JL5723_24064.JPG","1","0","0","0","0","26-08-2009 17:16:04"
"4171","5723","286","361","Hun, underside","Female, venter","Pictures\Nuctenea_umbratica_female_JL5723_24077.JPG","1","0","0","0","0","26-08-2009 17:16:49"
"4172","5723","286","361","Hun, epigyn","Female epigyne","Pictures\Nuctenea_umbratica_female_JL5723_24082.JPG","1","0","0","0","0","26-08-2009 17:17:21"
"4173","5723","286","361","Hun, munddele","Female, mouth","Pictures\Nuctenea_umbratica_female_JL5723_24087.JPG","1","0","0","0","0","26-08-2009 17:18:14"
"4174","5727","1126","699","Hun","Female","Pictures\Pseudeuophrys_obsoleta_female_JL5727_21406.JPG","0","0","1","0","0","26-08-2009 17:18:46"
"4175","5727","1126","699","Hun","Female","Pictures\Pseudeuophrys_obsoleta_female_JL5727_21407.JPG","0","0","1","0","0","26-08-2009 17:19:04"
"4176","5727","1126","699","Hun","Female","Pictures\Pseudeuophrys_obsoleta_female_JL5727_21412.JPG","0","0","1","0","0","26-08-2009 17:19:29"
"4177","5732","117","699","Hun","Female","Pictures\Runcinia_grammica_female_JL5732_22805.JPG","0","0","1","0","0","26-08-2009 17:19:57"
"4178","5732","117","699","Hun","Female","Pictures\Runcinia_grammica_female_JL5732_22813.JPG","0","0","1","0","0","26-08-2009 17:20:28"
"4179","5732","117","699","Hun","Female","Pictures\Runcinia_grammica_female_JL5732_22816.JPG","0","0","1","0","0","26-08-2009 17:20:49"
"4180","5732","117","699","Hun","Female","Pictures\Runcinia_grammica_female_JL5732_22823.JPG","0","0","1","0","0","26-08-2009 17:21:11"
"4181","5732","117","699","Hun","Female","Pictures\Runcinia_grammica_female_JL5732_22831.JPG","0","0","1","0","0","26-08-2009 17:21:32"
"4182","5722","451","604","Hun","Female","Pictures\Silometopus_ambiguus_female_JL5722_24136.JPG","1","0","0","0","0","26-08-2009 17:21:53"
"4183","5722","451","604","Hun","Female","Pictures\Silometopus_ambiguus_female_JL5722_24139.JPG","1","0","0","0","0","26-08-2009 17:22:16"
"4184","5724","3795","418","Hun med unger","Female with spiderlings","Pictures\Phylloneta_impressa_female_JL5724_24114.JPG","0","0","0","0","0","26-08-2009 17:22:56"
"4185","5724","3795","418","Hun","Female","Pictures\Phylloneta_impressa_female_JL5724_24127.JPG","0","0","0","0","0","26-08-2009 17:23:26"
"4186","5724","3795","418","Hun med unger","Female with spiderlings","Pictures\Phylloneta_impressa_female_JL5724_24130.JPG","0","0","0","0","0","26-08-2009 17:24:06"
"4187","5739","1349","693","Hun","Female","Pictures\Saitis_graecus_female_JL5739_22253.JPG","0","0","1","0","0","27-08-2009 08:10:55"
"4188","5739","1349","693","Hun","Female","Pictures\Saitis_graecus_female_JL5739_22252.JPG","0","0","1","0","0","27-08-2009 08:10:39"
"4189","5739","1349","693","Hun","Female","Pictures\Saitis_graecus_female_JL5739_22251.JPG","0","0","1","0","0","27-08-2009 08:10:20"
"4190","5739","1349","693","Hun","Female","Pictures\Saitis_graecus_female_JL5739_22247.JPG","0","0","1","0","0","27-08-2009 08:08:06"
"4191","5739","1349","693","Hun","Female","Pictures\Saitis_graecus_female_JL5739_22244.JPG","0","0","1","0","0","27-08-2009 08:07:50"
"4192","5735","1161","699","Han","Male","Pictures\Kochiura_aulica_male_JL5735_22964.JPG","0","0","1","0","0","27-08-2009 08:07:29"
"4193","5735","1161","699","Han","Male","Pictures\Kochiura_aulica_male_JL5735_22946.JPG","0","0","1","0","0","27-08-2009 08:07:14"
"4194","5740","171","693","Hun","Female","Pictures\Heliophanus_melinus_female_JL5740_22766.JPG","0","0","1","0","0","27-08-2009 08:06:58"
"4195","5740","171","693","Hun","Female","Pictures\Heliophanus_melinus_female_JL5740_22764.JPG","0","0","1","0","0","27-08-2009 08:06:36"
"4196","5740","171","693","Hun","Female","Pictures\Heliophanus_melinus_female_JL5740_22761.JPG","0","0","1","0","0","27-08-2009 08:06:18"
"4197","5740","171","693","Hun","Female","Pictures\Heliophanus_melinus_female_JL5740_22760.JPG","0","0","1","0","0","27-08-2009 08:06:00"
"4198","5740","171","693","Hun","Female","Pictures\Heliophanus_melinus_female_JL5740_22757.JPG","0","0","1","0","0","27-08-2009 08:05:42"
"4199","5655","1319","693","Hun, spindevorter","Female, spinners","Pictures\Cyrtocarenum_grajum_female_JL5655_21081.JPG","0","0","1","0","0","01-09-2009 09:17:01"
"4200","5727","1126","699","Hun","Female","Pictures\Pseudeuophrys_obsoleta_female_JL5727_2405.JPG","0","0","1","0","0","01-09-2009 09:17:31"
"4201","5746","563","713","Hun","Female","Pictures\Meioneta_nigripes_female_JL5746_24332.JPG","1","0","0","0","0","01-09-2009 09:18:16"
"4202","5745","914","713","Hun","Female","Pictures\Mecynargus_morulus_female_JL5745_24313.JPG","1","0","0","0","0","01-09-2009 09:19:32"
"4203","5745","914","713","Hun","Female","Pictures\Mecynargus_morulus_female_JL5745_24315.JPG","1","0","0","0","0","01-09-2009 09:19:51"
"4204","5745","914","713","Han","Male","Pictures\Mecynargus_morulus_male_JL5745_24294.JPG","1","0","0","0","0","01-09-2009 09:20:17"
"4205","5745","914","713","Han","Male","Pictures\Mecynargus_morulus_male_JL5745_24310.JPG","1","0","0","0","0","01-09-2009 09:20:34"
"4206","5745","914","713","Han","Male","Pictures\Mecynargus_morulus_male_JL5745_24340.JPG","1","0","0","0","0","01-09-2009 09:20:49"
"4207","5733","561","699","Hun","Female","Pictures\Meioneta_rurestris_female_JL5733_22847.JPG","0","0","1","0","0","01-09-2009 09:21:25"
"4208","5733","561","699","Hun","Female","Pictures\Meioneta_rurestris_female_JL5733_22852.JPG","0","0","1","0","0","01-09-2009 09:21:48"
"4209","5743","136","658","Hun","Female","Pictures\Ozyptila_scabricula_female_JL5743_24186.JPG","0","0","0","0","0","01-09-2009 09:22:37"
"4210","5743","136","658","Hun","Female","Pictures\Ozyptila_scabricula_female_JL5743_24198.JPG","0","0","0","0","0","01-09-2009 09:22:57"
"4211","5743","136","658","Hun","Female","Pictures\Ozyptila_scabricula_female_JL5743_24203.JPG","0","0","0","0","0","01-09-2009 09:23:20"
"4212","5743","136","658","Hun","Female","Pictures\Ozyptila_scabricula_female_JL5743_24204.JPG","0","0","0","0","0","01-09-2009 09:23:38"
"4213","5711","807","694","Han","Male","Pictures\Linyphia_tenuipalpis_male_JL5711_23968.JPG","0","0","1","0","0","01-09-2009 09:24:20"
"4214","5711","807","694","Han","Male","Pictures\Linyphia_tenuipalpis_male_JL5711_23976.JPG","0","0","1","0","0","01-09-2009 09:24:47"
"4215","5711","807","694","Han","Male","Pictures\Linyphia_tenuipalpis_male_JL5711_23978.JPG","0","0","1","0","0","01-09-2009 09:25:15"
"4216","5711","807","694","Han, palpe","Male palp","Pictures\Linyphia_tenuipalpis_male_JL5711_23980.JPG","0","0","1","0","0","01-09-2009 09:25:37"
"4217","5711","807","694","Han, bagkropstegninger","Male abdominal markings","Pictures\Linyphia_tenuipalpis_male_JL5711_23987.JPG","0","0","1","0","0","01-09-2009 09:26:16"
"4218","5711","807","694","Han","Male","Pictures\Linyphia_tenuipalpis_male_JL5711_23991.JPG","0","0","1","0","0","01-09-2009 09:26:33"
"4219","5711","807","694","Han","Male","Pictures\Linyphia_tenuipalpis_male_JL5711_24003.JPG","0","0","1","0","0","01-09-2009 09:26:51"
"4220","5744","890","711","Subadult hun","Subadult female","Pictures\Acantholycosa_lignaria_subfemale_JL5744_24220.JPG","0","0","0","0","0","01-09-2009 09:27:34"
"4221","5744","890","711","Subadult hun","Subadult female","Pictures\Acantholycosa_lignaria_subfemale_JL5744_24250.JPG","0","0","0","0","0","01-09-2009 09:27:56"
"4222","5744","890","711","Subadult hun","Subadult female","Pictures\Acantholycosa_lignaria_subfemale_JL5744_24253.JPG","0","0","0","0","0","01-09-2009 09:28:19"
"4223","5744","890","711","Subadult hun","Subadult female","Pictures\Acantholycosa_lignaria_subfemale_JL5744_24262.JPG","0","0","0","0","0","01-09-2009 09:28:46"
"4224","5744","890","711","Subadult hun","Subadult female","Pictures\Acantholycosa_lignaria_subfemale_JL5744_24270.JPG","0","0","0","0","0","01-09-2009 09:29:14"
"4225","5744","890","711","Subadult hun","Subadult female","Pictures\Acantholycosa_lignaria_subfemale_JL5744_24276.JPG","0","0","0","0","0","01-09-2009 09:29:34"
"4226","5742","282","693","Subadult hun","Subadult female","Pictures\Araneus_diadematus_subfemale_JL5742_21556.JPG","0","0","1","0","0","08-09-2009 08:00:17"
"4227","5742","282","693","Subadult hun, bagkropstegninger","Subadult female, abdominal markings","Pictures\Araneus_diadematus_subfemale_JL5742_21557.JPG","0","0","1","0","0","08-09-2009 08:00:57"
"4228","5584","284","689","Han","Male","Pictures\Araneus_marmoreus_male_JL5584_23951.JPG","0","0","0","0","0","08-09-2009 08:01:30"
"4229","5584","284","689","Han, palpe","Male palp","Pictures\Araneus_marmoreus_male_JL5584_23955.JPG","0","0","0","0","0","08-09-2009 08:01:59"
